date,      time,           trace
13.09.2018,21:25:54.305322,bot waked up
13.09.2018,21:33:37.810200,bot was interrupted by error:Unable to send due to closed RTM websocket in main
13.09.2018,21:33:37.811180,bot restart attempt
13.09.2018,21:33:39.643212,bot waked up
13.09.2018,23:34:26.894195,bot waked up
13.09.2018,23:34:59.511379,bot returned response
14.09.2018,00:16:15.281888,bot waked up
14.09.2018,00:16:29.362936,bot was interrupted by error:can only concatenate str (not "float") to str in main
14.09.2018,00:16:29.362936,bot restart attempt
14.09.2018,00:16:31.062157,bot waked up
14.09.2018,00:17:16.309225,bot waked up
14.09.2018,00:17:30.465476,bot was interrupted by error:'type' object is not subscriptable in main
14.09.2018,00:17:30.466447,bot restart attempt
14.09.2018,00:17:32.193992,bot waked up
14.09.2018,00:18:33.561179,bot waked up
14.09.2018,00:18:47.632508,bot was interrupted by error:can only concatenate str (not "float") to str in main
14.09.2018,00:18:47.632508,bot restart attempt
14.09.2018,00:18:49.346333,bot waked up
14.09.2018,00:19:20.125633,bot waked up
14.09.2018,00:21:24.813133,bot waked up
14.09.2018,00:22:22.860983,bot waked up
14.09.2018,00:22:44.024071,bot returned response
14.09.2018,00:25:22.084622,bot waked up
14.09.2018,00:29:12.116843,bot returned response
14.09.2018,00:30:21.738913,bot waked up
14.09.2018,00:30:44.586614,bot returned response
14.09.2018,00:30:56.017236,bot waked up
14.09.2018,00:31:15.374660,bot returned response
14.09.2018,00:33:23.976224,bot waked up
14.09.2018,00:33:36.116846,bot was interrupted by error:'float' object is not subscriptable in main
14.09.2018,00:33:36.116846,bot restart attempt
14.09.2018,00:33:37.820945,bot waked up
14.09.2018,00:35:59.447905,bot waked up
14.09.2018,00:36:04.530905,bot waked up
14.09.2018,00:36:24.666650,bot returned response
14.09.2018,00:39:24.529926,bot returned response
14.09.2018,14:27:41.805326,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
14.09.2018,14:27:41.806297,bot restart attempt
14.09.2018,14:27:43.684225,bot waked up
14.09.2018,17:36:58.289692,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
14.09.2018,17:36:58.291651,bot restart attempt
14.09.2018,17:37:00.304338,bot waked up
14.09.2018,20:02:21.702781,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
14.09.2018,20:02:21.702781,bot restart attempt
14.09.2018,20:02:23.628560,bot waked up
14.09.2018,22:28:18.692039,bot waked up
14.09.2018,22:28:50.616843,bot returned response
14.09.2018,22:29:25.795554,bot waked up
14.09.2018,22:30:26.829732,bot returned response
14.09.2018,22:31:44.601224,bot was interrupted by error:('22012', '[22012] [Microsoft][SQL Server Native Client 11.0][SQL Server]Обнаружена ошибка: деление на ноль. (8134) (SQLExecDirectW)') in main
14.09.2018,22:31:44.601224,bot restart attempt
14.09.2018,22:31:46.486960,bot waked up
14.09.2018,22:32:14.825824,bot returned response
15.09.2018,00:08:43.587529,bot waked up
15.09.2018,00:09:12.161742,bot was interrupted by error:name 'report_date' is not defined in main
15.09.2018,00:09:12.162773,bot restart attempt
15.09.2018,00:09:13.977176,bot waked up
15.09.2018,00:10:15.372685,bot waked up
15.09.2018,00:10:27.658816,bot was interrupted by error:('22007', '[22007] [Microsoft][SQL Server Native Client 11.0][SQL Server]Ошибка преобразования даты или времени из символьной строки. (241) (SQLExecDirectW)') in main
15.09.2018,00:10:27.658816,bot restart attempt
15.09.2018,00:10:29.386357,bot waked up
15.09.2018,00:11:25.525037,bot waked up
15.09.2018,00:11:44.127565,bot was interrupted by error:('22007', '[22007] [Microsoft][SQL Server Native Client 11.0][SQL Server]Ошибка преобразования даты или времени из символьной строки. (241) (SQLExecDirectW)') in main
15.09.2018,00:11:44.127565,bot restart attempt
15.09.2018,00:11:45.847298,bot waked up
15.09.2018,00:14:09.294557,bot waked up
15.09.2018,00:14:24.910770,bot was interrupted by error:('22007', '[22007] [Microsoft][SQL Server Native Client 11.0][SQL Server]Ошибка преобразования даты или времени из символьной строки. (241) (SQLExecDirectW)') in main
15.09.2018,00:14:24.910770,bot restart attempt
15.09.2018,00:14:26.656864,bot waked up
15.09.2018,00:16:25.975225,bot waked up
15.09.2018,00:16:39.494755,bot was interrupted by error:('22012', '[22012] [Microsoft][SQL Server Native Client 11.0][SQL Server]Обнаружена ошибка: деление на ноль. (8134) (SQLExecDirectW)') in main
15.09.2018,00:16:39.494755,bot restart attempt
15.09.2018,00:16:41.240848,bot waked up
15.09.2018,00:17:13.852176,bot returned response
15.09.2018,00:27:09.373662,bot waked up
15.09.2018,00:27:46.736936,bot returned response
15.09.2018,01:16:59.741821,bot waked up
15.09.2018,01:17:23.791632,bot was interrupted by error:('22012', '[22012] [Microsoft][SQL Server Native Client 11.0][SQL Server]Обнаружена ошибка: деление на ноль. (8134) (SQLExecDirectW)') in main
15.09.2018,01:17:23.792605,bot restart attempt
15.09.2018,01:17:26.266236,bot waked up
15.09.2018,01:17:46.838505,bot returned response
15.09.2018,01:54:54.240849,bot returned response
15.09.2018,01:55:31.538704,bot returned response
15.09.2018,02:02:50.253538,bot returned response
15.09.2018,02:05:44.146115,bot returned response
15.09.2018,02:06:21.475223,bot returned response
15.09.2018,02:09:42.224246,bot returned response
15.09.2018,02:15:13.460583,bot returned response
15.09.2018,02:15:57.944944,bot returned response
15.09.2018,02:21:56.690070,bot returned response
15.09.2018,20:55:12.332643,bot returned response
15.09.2018,22:32:14.520146,bot waked up
15.09.2018,22:32:58.276006,bot returned response
15.09.2018,22:42:53.732057,bot waked up
15.09.2018,22:43:36.745737,bot returned response
15.09.2018,22:55:40.744752,bot returned response
16.09.2018,02:27:32.068969,bot waked up
16.09.2018,02:46:31.832653,bot waked up
16.09.2018,02:47:19.404904,bot returned response
16.09.2018,02:47:27.695925,bot returned response
16.09.2018,02:47:50.405905,bot returned response
16.09.2018,02:48:40.135377,bot was interrupted by error:('22012', '[22012] [Microsoft][SQL Server Native Client 11.0][SQL Server]Обнаружена ошибка: деление на ноль. (8134) (SQLExecDirectW)') in main
16.09.2018,02:48:40.135377,bot restart attempt
16.09.2018,02:48:42.230103,bot waked up
16.09.2018,02:52:45.641237,bot was interrupted by error:('22012', '[22012] [Microsoft][SQL Server Native Client 11.0][SQL Server]Обнаружена ошибка: деление на ноль. (8134) (SQLExecDirectW)') in main
16.09.2018,02:52:45.642214,bot restart attempt
16.09.2018,02:52:47.790647,bot waked up
16.09.2018,02:53:08.008429,bot was interrupted by error:local variable 'result' referenced before assignment in main
16.09.2018,02:53:08.009410,bot restart attempt
16.09.2018,02:53:09.720343,bot waked up
16.09.2018,02:53:52.585576,bot returned response
16.09.2018,02:55:08.339486,bot returned response
16.09.2018,02:56:47.688117,bot returned response
16.09.2018,02:57:29.808239,bot returned response
16.09.2018,02:58:05.122684,bot returned response
16.09.2018,03:18:58.495728,bot waked up
16.09.2018,03:21:00.732062,bot waked up
16.09.2018,03:22:17.425418,bot waked up
16.09.2018,03:22:48.034793,bot returned response
16.09.2018,03:23:16.124631,bot returned response
16.09.2018,03:23:41.922488,bot returned response
16.09.2018,03:24:02.577763,bot was interrupted by error:local variable 'result' referenced before assignment in main
16.09.2018,03:24:02.577763,bot restart attempt
16.09.2018,03:24:04.475231,bot waked up
16.09.2018,03:26:19.645143,bot returned response
16.09.2018,03:26:36.344362,bot returned response
16.09.2018,03:34:44.890263,bot returned response
16.09.2018,03:53:14.940063,bot waked up
16.09.2018,03:53:54.345346,bot returned response
16.09.2018,03:54:09.916628,bot waked up
16.09.2018,03:54:17.183231,bot was interrupted by error:module 'cnf' has no attribute 'OUTPUT_FILE_NAME1' in main
16.09.2018,03:54:17.184206,bot restart attempt
16.09.2018,03:54:18.901012,bot waked up
16.09.2018,03:54:59.182250,bot was interrupted by error:module 'cnf' has no attribute 'OUTPUT_FILE_NAME1' in main
16.09.2018,03:54:59.183250,bot restart attempt
16.09.2018,03:55:01.086545,bot waked up
16.09.2018,03:55:30.597297,bot was interrupted by error:local variable 'result' referenced before assignment in main
16.09.2018,03:55:30.598292,bot restart attempt
16.09.2018,03:55:32.470338,bot waked up
16.09.2018,03:56:31.646125,bot returned response
16.09.2018,04:00:12.103150,bot waked up
16.09.2018,04:00:17.651008,bot returned response
16.09.2018,04:00:32.719369,bot was interrupted by error:local variable 'result' referenced before assignment in main
16.09.2018,04:00:32.719369,bot restart attempt
16.09.2018,04:00:34.460577,bot waked up
16.09.2018,04:00:55.217404,bot returned response
16.09.2018,04:01:25.002561,bot returned response
16.09.2018,04:01:50.314090,bot returned response
16.09.2018,11:34:29.863031,bot returned response
16.09.2018,11:34:37.153100,bot returned response
16.09.2018,11:34:54.357171,bot returned response
16.09.2018,11:35:38.353268,bot was interrupted by error:local variable 'result' referenced before assignment in main
16.09.2018,11:35:38.354243,bot restart attempt
16.09.2018,11:35:40.177493,bot waked up
16.09.2018,11:36:50.325922,bot returned response
16.09.2018,12:53:41.194084,bot returned response
16.09.2018,14:32:32.449945,bot waked up
16.09.2018,14:33:11.148181,bot returned response
16.09.2018,14:37:02.690177,bot waked up
16.09.2018,14:37:58.966553,bot returned response
16.09.2018,14:44:54.630609,bot returned response
16.09.2018,14:45:38.474359,bot waked up
16.09.2018,14:46:00.237121,bot returned response
16.09.2018,14:47:37.325921,bot waked up
16.09.2018,14:48:16.014654,bot returned response
16.09.2018,14:49:02.424556,bot waked up
16.09.2018,14:49:20.528068,bot returned response
16.09.2018,15:27:22.879628,bot waked up
16.09.2018,15:32:05.453853,bot waked up
16.09.2018,15:39:18.687247,bot waked up
16.09.2018,15:41:03.124750,bot waked up
16.09.2018,15:41:26.681385,bot returned response
16.09.2018,15:45:18.781981,bot waked up
16.09.2018,15:45:45.442132,bot was interrupted by error:local variable 'result' referenced before assignment in main
16.09.2018,15:45:45.443110,bot restart attempt
16.09.2018,15:45:47.229240,bot waked up
16.09.2018,15:46:29.670648,bot returned response
16.09.2018,15:52:32.477293,bot waked up
16.09.2018,15:53:01.227286,bot returned response
16.09.2018,15:53:52.662834,bot waked up
16.09.2018,15:54:16.631585,bot returned response
16.09.2018,15:56:04.295652,bot waked up
16.09.2018,15:56:24.431391,bot returned response
16.09.2018,15:57:44.119867,bot waked up
16.09.2018,15:58:07.650149,bot returned response
16.09.2018,15:59:07.834714,bot was interrupted by error:local variable 'result' referenced before assignment in main
16.09.2018,15:59:07.835687,bot restart attempt
16.09.2018,15:59:09.720462,bot waked up
16.09.2018,16:01:16.055409,bot waked up
16.09.2018,16:01:49.282958,bot was interrupted by error:local variable 'parameter' referenced before assignment in main
16.09.2018,16:01:49.282958,bot restart attempt
16.09.2018,16:01:51.145275,bot waked up
16.09.2018,16:02:28.045646,bot waked up
16.09.2018,16:02:50.809354,bot returned response
16.09.2018,16:05:40.682364,bot waked up
16.09.2018,16:06:07.139397,bot returned response
16.09.2018,16:07:05.554438,bot returned response
16.09.2018,16:08:53.270259,bot waked up
16.09.2018,16:09:24.015383,bot returned response
16.09.2018,16:10:51.374747,bot waked up
16.09.2018,16:11:19.120840,bot returned response
16.09.2018,16:11:45.809315,bot returned response
16.09.2018,16:58:44.632561,bot returned response
16.09.2018,17:01:38.810296,bot returned response
16.09.2018,17:02:13.029045,bot returned response
16.09.2018,17:08:38.742914,bot returned response
16.09.2018,17:23:17.540766,bot returned response
16.09.2018,17:23:55.834712,bot returned response
16.09.2018,17:24:39.153065,bot returned response
16.09.2018,17:24:56.906978,bot returned response
16.09.2018,20:41:26.072021,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
16.09.2018,20:41:26.072992,bot restart attempt
16.09.2018,20:41:27.948980,bot waked up
16.09.2018,21:27:27.753656,bot returned response
16.09.2018,21:28:17.332754,bot was interrupted by error:local variable 'result' referenced before assignment in main
16.09.2018,21:28:17.333737,bot restart attempt
16.09.2018,21:28:20.130608,bot waked up
16.09.2018,21:28:34.629631,bot returned response
17.09.2018,00:23:27.379631,bot returned response
17.09.2018,05:55:47.047238,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
17.09.2018,05:55:47.048223,bot restart attempt
17.09.2018,05:55:48.946661,bot waked up
20.09.2018,14:23:38.100947,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
20.09.2018,14:23:38.100947,bot restart attempt
20.09.2018,14:23:40.518918,bot waked up
20.09.2018,17:09:58.326534,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
20.09.2018,17:09:58.327507,bot restart attempt
20.09.2018,17:10:00.221066,bot waked up
21.09.2018,15:15:56.546265,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
21.09.2018,15:15:56.547255,bot restart attempt
21.09.2018,15:15:58.606809,bot waked up
22.09.2018,01:52:44.243527,bot returned response
22.09.2018,01:53:21.405632,bot returned response
22.09.2018,01:53:37.216179,bot returned response
08.10.2018,22:14:38.113096,bot waked up
08.10.2018,22:15:02.724422,bot returned response
08.10.2018,22:15:09.021291,bot returned response
08.10.2018,22:15:42.823051,bot returned response
08.10.2018,22:38:57.432428,bot waked up
08.10.2018,22:53:17.692194,bot waked up
08.10.2018,22:54:51.354297,bot waked up
08.10.2018,22:54:54.907040,bot returned response
08.10.2018,22:55:16.420710,bot returned response
08.10.2018,22:59:05.136543,bot waked up
08.10.2018,23:00:05.847510,bot returned response
08.10.2018,23:02:53.287894,bot waked up
08.10.2018,23:03:16.352350,bot returned response
08.10.2018,23:05:26.287896,bot waked up
08.10.2018,23:08:20.152163,bot waked up
08.10.2018,23:19:50.506646,bot waked up
08.10.2018,23:20:09.247858,bot returned response
08.10.2018,23:20:33.438291,bot returned response
08.10.2018,23:21:04.994924,bot returned response
08.10.2018,23:23:26.360162,bot returned response
08.10.2018,23:23:33.659967,bot returned response
08.10.2018,23:23:51.768366,bot returned response
08.10.2018,23:24:14.751765,bot returned response
08.10.2018,23:24:30.266411,bot was interrupted by error:local variable 'result' referenced before assignment in main
08.10.2018,23:24:30.266411,bot restart attempt
08.10.2018,23:24:32.249828,bot waked up
08.10.2018,23:24:53.824031,bot returned response
08.10.2018,23:25:04.147265,bot returned response
08.10.2018,23:25:27.003719,bot was interrupted by error:local variable 'result' referenced before assignment in main
08.10.2018,23:25:27.004696,bot restart attempt
08.10.2018,23:25:28.917780,bot waked up
08.10.2018,23:27:13.795707,bot was interrupted by error:local variable 'result' referenced before assignment in main
08.10.2018,23:27:13.796687,bot restart attempt
08.10.2018,23:27:15.665834,bot waked up
08.10.2018,23:27:54.722468,bot returned response
09.10.2018,07:24:16.176561,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
09.10.2018,07:24:16.176561,bot restart attempt
09.10.2018,07:24:17.966605,bot waked up
09.10.2018,09:34:50.968565,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
09.10.2018,09:34:50.969538,bot restart attempt
09.10.2018,09:34:52.898245,bot waked up
09.10.2018,12:12:58.837695,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
09.10.2018,12:12:58.837695,bot restart attempt
09.10.2018,12:13:00.630671,bot waked up
09.10.2018,21:01:00.136530,bot waked up
09.10.2018,23:33:03.575979,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
09.10.2018,23:33:03.576957,bot restart attempt
09.10.2018,23:33:05.523243,bot waked up
10.10.2018,00:14:23.160940,bot waked up
10.10.2018,00:14:48.716603,bot returned response
10.10.2018,00:15:31.137505,bot waked up
10.10.2018,00:15:37.721490,bot returned response
10.10.2018,00:15:45.460757,bot was interrupted by error:tuple index out of range in main
10.10.2018,00:15:45.460757,bot restart attempt
10.10.2018,00:15:47.243948,bot waked up
10.10.2018,00:17:33.589655,bot waked up
10.10.2018,00:17:50.933419,bot returned response
10.10.2018,00:21:22.408013,bot waked up
10.10.2018,00:21:36.984190,bot returned response
10.10.2018,00:21:57.795300,bot returned response
10.10.2018,00:22:19.523244,bot was interrupted by error:local variable 'result' referenced before assignment in main
10.10.2018,00:22:19.524221,bot restart attempt
10.10.2018,00:22:21.411918,bot waked up
10.10.2018,00:22:54.163874,bot returned response
10.10.2018,00:23:16.709772,bot returned response
10.10.2018,00:24:28.230271,bot waked up
10.10.2018,00:24:39.228331,bot returned response
10.10.2018,00:25:06.757617,bot returned response
10.10.2018,00:25:29.159958,bot returned response
10.10.2018,00:25:57.175596,bot returned response
11.10.2018,22:26:08.897264,bot waked up
11.10.2018,22:32:43.770316,bot returned response
11.10.2018,23:13:49.911912,bot waked up
11.10.2018,23:14:11.518359,bot returned response
11.10.2018,23:14:35.086711,bot returned response
11.10.2018,23:16:10.653121,bot returned response
11.10.2018,23:16:45.555468,bot was interrupted by error:local variable 'result' referenced before assignment in main
11.10.2018,23:16:45.556458,bot restart attempt
11.10.2018,23:16:47.507618,bot waked up
11.10.2018,23:17:34.179490,bot returned response
12.10.2018,00:24:01.052541,bot waked up
12.10.2018,00:24:12.708792,bot was interrupted by error:can only concatenate str (not "pyodbc.Row") to str in main
12.10.2018,00:24:12.708792,bot restart attempt
12.10.2018,00:24:14.463673,bot waked up
12.10.2018,00:24:43.123827,bot was interrupted by error:can only concatenate str (not "pyodbc.Row") to str in main
12.10.2018,00:24:43.124813,bot restart attempt
12.10.2018,00:24:44.972473,bot waked up
12.10.2018,00:26:13.053507,bot waked up
12.10.2018,00:26:17.769347,bot returned response
12.10.2018,00:27:20.209765,bot returned response
12.10.2018,00:34:46.350397,bot returned response
12.10.2018,00:38:29.092574,bot waked up
12.10.2018,00:38:44.733202,bot returned response
12.10.2018,00:39:42.800587,bot waked up
12.10.2018,00:39:49.435350,bot returned response
12.10.2018,00:40:22.509571,bot waked up
12.10.2018,00:40:28.153176,bot returned response
12.10.2018,00:40:37.480272,bot returned response
12.10.2018,00:46:09.553513,bot waked up
12.10.2018,00:46:16.195117,bot returned response
12.10.2018,00:47:07.808396,bot returned response
12.10.2018,00:47:16.432421,bot returned response
12.10.2018,00:51:16.211717,bot waked up
12.10.2018,01:13:40.831833,bot waked up
12.10.2018,01:13:52.426562,bot returned response
12.10.2018,01:14:09.882616,bot returned response
12.10.2018,19:56:55.190241,bot was interrupted by error:Unable to send due to closed RTM websocket in main
12.10.2018,19:56:55.191213,bot restart attempt
12.10.2018,19:56:57.124807,bot waked up
12.10.2018,20:08:02.038863,bot was interrupted by error:Unable to send due to closed RTM websocket in main
12.10.2018,20:08:02.039846,bot restart attempt
12.10.2018,20:08:03.840623,bot waked up
12.10.2018,22:22:43.994914,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
12.10.2018,22:22:43.995898,bot restart attempt
12.10.2018,22:22:45.956834,bot waked up
15.10.2018,20:57:35.723147,bot waked up
15.10.2018,20:58:03.199709,bot returned response
15.10.2018,21:01:13.062012,bot waked up
15.10.2018,21:02:00.062040,bot waked up
15.10.2018,21:41:41.494632,bot waked up
15.10.2018,21:42:25.331544,bot waked up
15.10.2018,21:43:02.934087,bot waked up
15.10.2018,21:45:16.534672,bot waked up
15.10.2018,21:46:38.722174,bot waked up
15.10.2018,21:48:41.997563,bot waked up
15.10.2018,21:53:28.867679,bot waked up
15.10.2018,21:58:17.664562,bot waked up
15.10.2018,22:10:33.829587,bot waked up
15.10.2018,22:19:33.167499,bot waked up
15.10.2018,22:19:55.075703,bot waked up
15.10.2018,22:20:15.769065,bot waked up
15.10.2018,22:20:45.788577,bot waked up
15.10.2018,22:22:29.480965,bot waked up
15.10.2018,22:22:47.219235,bot waked up
15.10.2018,22:35:32.519044,bot waked up
15.10.2018,22:35:41.133323,bot returned response
15.10.2018,22:35:55.438956,bot returned response
15.10.2018,22:36:44.767093,bot returned response
15.10.2018,22:39:41.825679,bot waked up
15.10.2018,22:39:51.387206,bot returned response
15.10.2018,22:40:26.720214,bot returned response
15.10.2018,22:41:59.812005,bot waked up
15.10.2018,22:42:17.445801,bot returned response
15.10.2018,22:48:08.724283,bot waked up
15.10.2018,22:48:18.314956,bot returned response
15.10.2018,22:48:28.626467,bot returned response
15.10.2018,22:48:42.931153,bot returned response
15.10.2018,22:49:21.839361,bot waked up
15.10.2018,22:49:29.422365,bot returned response
15.10.2018,22:49:54.742678,bot returned response
15.10.2018,22:50:08.048339,bot returned response
15.10.2018,22:50:36.437988,bot returned response
15.10.2018,22:55:27.985862,bot waked up
15.10.2018,22:55:47.908688,bot returned response
15.10.2018,22:56:18.559082,bot returned response
15.10.2018,23:01:31.127438,bot returned response
15.10.2018,23:04:47.017091,bot waked up
15.10.2018,23:05:23.887207,bot returned response
15.10.2018,23:05:43.581538,bot waked up
15.10.2018,23:05:59.455568,bot returned response
15.10.2018,23:06:16.835450,bot waked up
15.10.2018,23:06:27.692869,bot returned response
15.10.2018,23:06:53.377456,bot waked up
15.10.2018,23:07:04.101078,bot was interrupted by error:can only concatenate list (not "str") to list in main
15.10.2018,23:07:04.101078,bot restart attempt
15.10.2018,23:07:06.011234,bot waked up
15.10.2018,23:08:43.319831,bot waked up
15.10.2018,23:08:54.921384,bot was interrupted by error:can only join an iterable in main
15.10.2018,23:08:54.921384,bot restart attempt
15.10.2018,23:08:56.670412,bot waked up
15.10.2018,23:14:57.539550,bot waked up
15.10.2018,23:15:17.404788,bot returned response
15.10.2018,23:17:23.326684,bot waked up
15.10.2018,23:17:36.191893,bot returned response
15.10.2018,23:18:43.737805,bot waked up
15.10.2018,23:18:54.305187,bot was interrupted by error:name 'region_asStr' is not defined in main
15.10.2018,23:18:54.305187,bot restart attempt
15.10.2018,23:18:56.076680,bot waked up
15.10.2018,23:21:23.370609,bot waked up
15.10.2018,23:21:35.952639,bot returned response
15.10.2018,23:21:54.540524,bot returned response
15.10.2018,23:22:01.841302,bot returned response
15.10.2018,23:22:08.135252,bot returned response
15.10.2018,23:22:17.754397,bot returned response
15.10.2018,23:22:40.063968,bot returned response
15.10.2018,23:23:06.753427,bot returned response
15.10.2018,23:27:21.940916,bot waked up
15.10.2018,23:27:31.542479,bot returned response
15.10.2018,23:27:39.853028,bot returned response
15.10.2018,23:28:15.874579,bot returned response
15.10.2018,23:28:51.000488,bot waked up
15.10.2018,23:29:13.344238,bot returned response
15.10.2018,23:29:31.692872,bot returned response
15.10.2018,23:29:42.291500,bot returned response
15.10.2018,23:29:57.624512,bot returned response
15.10.2018,23:30:05.946774,bot returned response
15.10.2018,23:30:19.546417,bot returned response
15.10.2018,23:30:32.155764,bot returned response
15.10.2018,23:31:05.799322,bot returned response
15.10.2018,23:32:36.925328,bot waked up
15.10.2018,23:32:47.176270,bot was interrupted by error:local variable 'result' referenced before assignment in main
15.10.2018,23:32:47.177256,bot restart attempt
15.10.2018,23:32:48.965336,bot waked up
15.10.2018,23:33:17.529795,bot returned response
15.10.2018,23:34:16.302246,bot returned response
15.10.2018,23:34:43.852104,bot returned response
15.10.2018,23:35:08.517085,bot waked up
15.10.2018,23:35:36.353999,bot returned response
15.10.2018,23:35:51.838378,bot returned response
15.10.2018,23:36:07.434081,bot returned response
15.10.2018,23:36:21.476072,bot waked up
15.10.2018,23:37:25.036625,bot waked up
15.10.2018,23:37:32.660646,bot returned response
15.10.2018,23:37:47.979002,bot returned response
15.10.2018,23:37:59.947755,bot returned response
15.10.2018,23:40:04.061035,bot waked up
15.10.2018,23:40:26.653807,bot returned response
15.10.2018,23:40:41.969237,bot returned response
15.10.2018,23:40:56.340344,bot returned response
15.10.2018,23:46:15.891111,bot returned response
15.10.2018,23:46:25.239764,bot returned response
15.10.2018,23:46:52.424318,bot returned response
15.10.2018,23:47:02.738767,bot returned response
15.10.2018,23:47:34.060053,bot returned response
15.10.2018,23:47:44.358889,bot returned response
15.10.2018,23:47:54.783690,bot returned response
15.10.2018,23:53:31.270029,bot waked up
15.10.2018,23:53:41.848157,bot returned response
15.10.2018,23:54:46.176266,bot returned response
15.10.2018,23:54:57.500499,bot returned response
15.10.2018,23:55:18.859865,bot returned response
15.10.2018,23:55:39.204590,bot returned response
15.10.2018,23:56:23.417491,bot waked up
15.10.2018,23:56:35.001464,bot returned response
15.10.2018,23:59:36.470215,bot returned response
16.10.2018,00:15:09.090327,bot waked up
16.10.2018,00:15:21.662596,bot returned response
16.10.2018,00:15:37.298429,bot returned response
16.10.2018,02:29:58.276851,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
16.10.2018,02:29:58.276851,bot restart attempt
16.10.2018,02:30:00.341318,bot waked up
16.10.2018,04:48:21.693849,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
16.10.2018,04:48:21.693849,bot restart attempt
16.10.2018,04:48:23.815915,bot waked up
16.10.2018,06:55:13.763178,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
16.10.2018,06:55:13.763178,bot restart attempt
16.10.2018,06:55:15.666502,bot waked up
16.10.2018,09:21:30.322758,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
16.10.2018,09:21:30.322758,bot restart attempt
16.10.2018,09:21:32.277832,bot waked up
16.10.2018,15:43:44.003409,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
16.10.2018,15:43:44.003409,bot restart attempt
16.10.2018,15:43:45.923341,bot waked up
