date,      time,           trace
16.10.2018,18:09:52.554195,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
16.10.2018,18:09:52.554195,bot restart attempt
16.10.2018,18:09:54.436044,bot waked up
17.10.2018,15:45:29.890138,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
17.10.2018,15:45:29.890138,bot restart attempt
17.10.2018,15:45:36.014166,bot waked up
18.10.2018,18:01:00.150878,bot was interrupted by error:Unable to send due to closed RTM websocket in main
18.10.2018,18:01:00.151862,bot restart attempt
18.10.2018,18:01:02.300585,bot waked up
18.10.2018,20:53:06.937002,bot was interrupted by error:Unable to send due to closed RTM websocket in main
18.10.2018,20:53:06.937985,bot restart attempt
18.10.2018,20:53:07.880374,bot waked up
23.10.2018,20:06:48.938601,bot waked up
23.10.2018,20:07:25.065556,bot returned response
23.10.2018,20:43:42.665166,bot waked up
23.10.2018,20:46:13.012833,bot waked up
23.10.2018,20:47:47.631964,bot waked up
23.10.2018,20:48:12.697428,bot waked up
23.10.2018,20:48:26.559693,bot was interrupted by error:tuple index out of range in main
23.10.2018,20:48:26.559693,bot restart attempt
23.10.2018,20:48:27.354628,bot waked up
23.10.2018,20:49:58.463016,bot waked up
23.10.2018,20:50:07.339981,bot was interrupted by error:tuple index out of range in main
23.10.2018,20:50:07.340956,bot restart attempt
23.10.2018,20:50:08.101693,bot waked up
23.10.2018,20:54:48.023563,bot waked up
23.10.2018,20:55:46.785287,bot returned response
23.10.2018,20:56:06.155399,bot returned response
23.10.2018,20:56:15.748177,bot was interrupted by error:tuple index out of range in main
23.10.2018,20:56:15.748177,bot restart attempt
23.10.2018,20:56:16.728648,bot waked up
23.10.2018,20:57:43.764780,bot waked up
23.10.2018,20:58:07.461063,bot returned response
23.10.2018,21:12:42.774542,bot waked up
23.10.2018,21:13:05.546024,bot returned response
23.10.2018,21:13:48.852664,bot was interrupted by error:[Errno 2] No such file or directory: 'C:\\Users\\kkoshaev\\Downloads\\23.10.2018Регион 10region_treemap.png' in main
23.10.2018,21:13:48.852664,bot restart attempt
23.10.2018,21:13:49.760869,bot waked up
23.10.2018,21:21:19.909310,bot was interrupted by error:[Errno 2] No such file or directory: 'C:\\Users\\kkoshaev\\Downloads\\23.10.2018Регион 10region_treemap.png' in main
23.10.2018,21:21:19.909310,bot restart attempt
23.10.2018,21:21:20.908332,bot waked up
23.10.2018,21:36:17.938603,bot waked up
23.10.2018,21:36:40.838023,bot returned response
23.10.2018,21:38:40.791136,bot waked up
23.10.2018,21:41:29.802863,bot waked up
23.10.2018,21:41:50.936663,bot returned response
23.10.2018,21:44:44.767712,bot waked up
23.10.2018,21:45:29.067510,bot returned response
23.10.2018,21:48:31.908338,bot returned response
23.10.2018,21:48:50.539182,bot returned response
23.10.2018,21:53:41.563603,bot waked up
23.10.2018,21:54:06.723754,bot returned response
23.10.2018,21:54:56.464011,bot waked up
23.10.2018,21:55:21.139775,bot returned response
23.10.2018,21:55:46.525523,bot waked up
23.10.2018,21:56:07.168097,bot returned response
23.10.2018,21:56:30.222786,bot returned response
23.10.2018,21:58:13.055794,bot returned response
23.10.2018,22:02:18.955208,bot waked up
23.10.2018,22:02:31.941534,bot was interrupted by error:name 'asgs' is not defined in main
23.10.2018,22:02:31.941534,bot restart attempt
23.10.2018,22:02:32.702274,bot waked up
23.10.2018,22:02:57.812635,bot waked up
23.10.2018,22:05:29.702271,bot waked up
23.10.2018,22:07:11.869271,bot waked up
23.10.2018,22:08:26.302861,bot waked up
23.10.2018,22:09:36.515746,bot waked up
23.10.2018,22:09:58.350710,bot returned response
23.10.2018,22:12:43.553838,bot waked up
23.10.2018,22:13:45.280398,bot waked up
23.10.2018,22:14:18.945438,bot returned response
23.10.2018,22:14:43.967907,bot returned response
23.10.2018,22:19:31.210083,bot waked up
23.10.2018,22:21:09.843878,bot waked up
23.10.2018,22:21:41.104615,bot returned response
23.10.2018,22:21:58.793090,bot was interrupted by error:list index out of range in main
23.10.2018,22:21:58.793090,bot restart attempt
23.10.2018,22:21:59.645636,bot waked up
23.10.2018,22:25:46.672982,bot waked up
23.10.2018,22:26:05.233526,bot was interrupted by error:[Errno 2] No such file or directory: 'C:\\Users\\kkoshaev\\Downloads\\23.10.2018Регион 30region_treemap.png' in main
23.10.2018,22:26:05.233526,bot restart attempt
23.10.2018,22:26:06.006969,bot waked up
23.10.2018,22:26:53.603646,bot waked up
23.10.2018,22:27:15.768683,bot returned response
23.10.2018,22:27:52.095828,bot returned response
23.10.2018,22:28:02.448372,bot returned response
23.10.2018,22:28:10.745244,bot returned response
23.10.2018,22:28:18.376103,bot returned response
23.10.2018,22:32:03.086068,bot returned response
23.10.2018,22:33:18.377074,bot returned response
23.10.2018,22:34:55.236451,bot returned response
23.10.2018,22:35:37.613402,bot waked up
23.10.2018,22:35:47.156378,bot returned response
23.10.2018,22:36:03.933722,bot returned response
23.10.2018,22:37:11.381958,bot was interrupted by error:local variable 'result' referenced before assignment in main
23.10.2018,22:37:11.382936,bot restart attempt
23.10.2018,22:37:12.205205,bot waked up
23.10.2018,22:37:23.781374,bot returned response
23.10.2018,22:37:39.232553,bot was interrupted by error:local variable 'result' referenced before assignment in main
23.10.2018,22:37:39.233530,bot restart attempt
23.10.2018,22:37:40.014777,bot waked up
23.10.2018,22:39:26.958132,bot returned response
23.10.2018,22:40:28.919067,bot returned response
23.10.2018,22:42:59.688609,bot returned response
23.10.2018,22:58:33.255010,bot waked up
23.10.2018,22:59:08.173957,bot returned response
23.10.2018,23:00:27.712043,bot waked up
23.10.2018,23:00:50.860478,bot returned response
23.10.2018,23:02:24.697404,bot waked up
23.10.2018,23:02:52.561661,bot returned response
23.10.2018,23:03:00.876101,bot returned response
23.10.2018,23:03:29.384890,bot returned response
23.10.2018,23:04:05.628056,bot returned response
23.10.2018,23:04:59.201300,bot returned response
23.10.2018,23:05:07.515752,bot returned response
23.10.2018,23:05:18.822391,bot returned response
23.10.2018,23:05:25.159300,bot returned response
23.10.2018,23:05:35.756973,bot returned response
23.10.2018,23:05:48.086060,bot was interrupted by error:local variable 'result' referenced before assignment in main
23.10.2018,23:05:48.086060,bot restart attempt
23.10.2018,23:05:48.905415,bot waked up
23.10.2018,23:07:57.491336,bot waked up
23.10.2018,23:08:11.856573,bot was interrupted by error:local variable 'result' referenced before assignment in main
23.10.2018,23:08:11.857553,bot restart attempt
23.10.2018,23:08:12.683727,bot waked up
23.10.2018,23:08:45.261845,bot returned response
23.10.2018,23:09:11.712181,bot returned response
23.10.2018,23:11:46.404425,bot returned response
23.10.2018,23:35:42.032353,bot waked up
23.10.2018,23:36:35.788207,bot returned response
23.10.2018,23:36:55.329232,bot returned response
23.10.2018,23:38:21.866342,bot returned response
23.10.2018,23:41:09.076294,bot was interrupted by error:local variable 'result' referenced before assignment in main
23.10.2018,23:41:09.076294,bot restart attempt
23.10.2018,23:41:09.857548,bot waked up
23.10.2018,23:41:30.636859,bot returned response
23.10.2018,23:41:42.323361,bot returned response
24.10.2018,01:55:32.342900,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
24.10.2018,01:55:32.343875,bot restart attempt
24.10.2018,01:55:33.212072,bot waked up
24.10.2018,06:46:06.715949,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
24.10.2018,06:46:06.716925,bot restart attempt
24.10.2018,06:46:08.457153,bot waked up
24.10.2018,07:33:10.723761,bot returned response
24.10.2018,07:33:21.038212,bot returned response
24.10.2018,07:33:23.324347,bot returned response
24.10.2018,07:33:40.909305,bot returned response
24.10.2018,07:34:18.625131,bot returned response
24.10.2018,07:59:49.630004,bot was interrupted by error:local variable 'result' referenced before assignment in main
24.10.2018,07:59:49.630981,bot restart attempt
24.10.2018,07:59:50.507939,bot waked up
24.10.2018,08:00:09.934698,bot was interrupted by error:local variable 'result' referenced before assignment in main
24.10.2018,08:00:09.934698,bot restart attempt
24.10.2018,08:00:10.660290,bot waked up
24.10.2018,10:54:31.335091,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
24.10.2018,10:54:31.335091,bot restart attempt
24.10.2018,10:54:32.432742,bot waked up
24.10.2018,11:48:48.867314,bot returned response
24.10.2018,11:49:17.864386,bot returned response
25.10.2018,02:02:54.779413,bot was interrupted by error:Unable to send due to closed RTM websocket in main
25.10.2018,02:02:54.780399,bot restart attempt
25.10.2018,02:02:55.655406,bot waked up
25.10.2018,04:26:23.200314,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
25.10.2018,04:26:23.200314,bot restart attempt
25.10.2018,04:26:24.175907,bot waked up
25.10.2018,07:18:22.725704,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
25.10.2018,07:18:22.726685,bot restart attempt
25.10.2018,07:18:23.610475,bot waked up
25.10.2018,09:29:04.813592,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
25.10.2018,09:29:04.814572,bot restart attempt
25.10.2018,09:29:05.780405,bot waked up
25.10.2018,11:48:16.240354,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
25.10.2018,11:48:16.241338,bot restart attempt
25.10.2018,11:48:17.117306,bot waked up
25.10.2018,15:17:03.235470,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
25.10.2018,15:17:03.236452,bot restart attempt
25.10.2018,15:17:04.305780,bot waked up
25.10.2018,18:23:29.312624,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
25.10.2018,18:23:29.313603,bot restart attempt
25.10.2018,18:23:30.297021,bot waked up
25.10.2018,19:44:01.646606,bot returned response
25.10.2018,19:54:52.352668,bot waked up
25.10.2018,19:55:10.962037,bot was interrupted by error:name 'lsit' is not defined in main
25.10.2018,19:55:10.962037,bot restart attempt
25.10.2018,19:55:11.765742,bot waked up
25.10.2018,19:55:32.009889,bot waked up
25.10.2018,19:55:40.567515,bot was interrupted by error:'list' object is not callable in main
25.10.2018,19:55:40.567515,bot restart attempt
25.10.2018,19:55:41.357547,bot waked up
25.10.2018,19:57:44.126367,bot waked up
25.10.2018,19:57:51.675904,bot returned response
25.10.2018,19:58:03.275511,bot returned response
25.10.2018,19:58:38.587031,bot returned response
25.10.2018,19:58:47.207150,bot returned response
25.10.2018,19:59:23.515740,bot returned response
25.10.2018,19:59:43.143679,bot returned response
25.10.2018,22:28:23.636843,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
25.10.2018,22:28:23.637814,bot restart attempt
25.10.2018,22:28:24.518684,bot waked up
26.10.2018,08:11:14.570433,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
26.10.2018,08:11:14.571411,bot restart attempt
26.10.2018,08:11:15.463013,bot waked up
26.10.2018,20:31:24.128045,bot returned response
26.10.2018,20:31:42.195431,bot was interrupted by error:local variable 'result' referenced before assignment in main
26.10.2018,20:31:42.196418,bot restart attempt
26.10.2018,20:31:43.164186,bot waked up
26.10.2018,20:31:57.489379,bot was interrupted by error:local variable 'result' referenced before assignment in main
26.10.2018,20:31:57.490373,bot restart attempt
26.10.2018,20:31:58.273563,bot waked up
26.10.2018,20:32:17.934687,bot was interrupted by error:local variable 'result' referenced before assignment in main
26.10.2018,20:32:17.934687,bot restart attempt
26.10.2018,20:32:18.769686,bot waked up
26.10.2018,20:32:53.532347,bot returned response
26.10.2018,20:33:20.326292,bot returned response
26.10.2018,20:34:40.448361,bot returned response
26.10.2018,20:35:10.870238,bot returned response
26.10.2018,20:35:34.036252,bot returned response
26.10.2018,20:35:51.256962,bot was interrupted by error:local variable 'result' referenced before assignment in main
26.10.2018,20:35:51.256962,bot restart attempt
26.10.2018,20:35:52.207161,bot waked up
26.10.2018,20:42:01.846795,bot was interrupted by error:local variable 'result' referenced before assignment in main
26.10.2018,20:42:01.846795,bot restart attempt
26.10.2018,20:42:02.879024,bot waked up
26.10.2018,20:48:27.176880,bot returned response
26.10.2018,22:45:23.750127,bot waked up
26.10.2018,22:45:27.292114,bot returned response
26.10.2018,22:45:39.876092,bot was interrupted by error:local variable 'result' referenced before assignment in main
26.10.2018,22:45:39.877074,bot restart attempt
26.10.2018,22:45:40.662233,bot waked up
26.10.2018,22:45:57.345833,bot was interrupted by error:local variable 'result' referenced before assignment in main
26.10.2018,22:45:57.345833,bot restart attempt
26.10.2018,22:45:58.271615,bot waked up
26.10.2018,22:46:29.988407,bot returned response
26.10.2018,22:54:06.212036,bot waked up
26.10.2018,22:54:43.723748,bot returned response
26.10.2018,22:57:47.597783,bot waked up
26.10.2018,23:15:55.002072,bot returned response
26.10.2018,23:16:01.343872,bot returned response
27.10.2018,01:37:45.693483,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
27.10.2018,01:37:45.694468,bot restart attempt
27.10.2018,01:37:46.571705,bot waked up
27.10.2018,12:08:24.321420,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
27.10.2018,12:08:24.321420,bot restart attempt
27.10.2018,12:08:25.205195,bot waked up
27.10.2018,18:46:05.892695,bot returned response
27.10.2018,18:46:40.957155,bot returned response
27.10.2018,18:47:43.301874,bot returned response
27.10.2018,18:48:13.609492,bot returned response
27.10.2018,18:48:25.311643,bot returned response
27.10.2018,18:48:56.014767,bot returned response
27.10.2018,18:56:27.880004,bot was interrupted by error:local variable 'result' referenced before assignment in main
27.10.2018,18:56:27.880983,bot restart attempt
27.10.2018,18:56:28.763794,bot waked up
27.10.2018,18:58:25.857621,bot waked up
27.10.2018,18:58:42.679795,bot was interrupted by error:local variable 'result' referenced before assignment in main
27.10.2018,18:58:42.679795,bot restart attempt
27.10.2018,18:58:43.459101,bot waked up
27.10.2018,19:05:28.310664,bot returned response
27.10.2018,19:05:44.610472,bot returned response
27.10.2018,19:06:49.270625,bot returned response
27.10.2018,19:06:56.868283,bot returned response
27.10.2018,19:07:48.348761,bot returned response
27.10.2018,19:08:26.150507,bot returned response
27.10.2018,19:09:21.075317,bot waked up
27.10.2018,19:20:39.107542,bot returned response
27.10.2018,19:25:36.439572,bot returned response
27.10.2018,19:26:18.867307,bot returned response
27.10.2018,19:53:06.808719,bot waked up
27.10.2018,19:53:59.240371,bot returned response
27.10.2018,19:56:03.229610,bot waked up
27.10.2018,19:56:41.585082,bot returned response
27.10.2018,19:57:18.207154,bot waked up
27.10.2018,20:08:01.654415,bot waked up
27.10.2018,20:13:55.416138,bot returned response
27.10.2018,20:13:59.673951,bot was interrupted by error:Unable to send due to closed RTM websocket in main
27.10.2018,20:13:59.673951,bot restart attempt
27.10.2018,20:14:00.648550,bot waked up
27.10.2018,20:14:24.512815,bot returned response
27.10.2018,20:14:50.680950,bot returned response
27.10.2018,20:55:15.861449,bot waked up
27.10.2018,20:56:12.279410,bot returned response
27.10.2018,21:04:06.043086,bot returned response
27.10.2018,21:05:05.609492,bot waked up
27.10.2018,21:05:23.276487,bot returned response
27.10.2018,21:05:46.581166,bot returned response
27.10.2018,21:06:12.588989,bot returned response
27.10.2018,21:06:59.862433,bot waked up
27.10.2018,21:07:32.288202,bot returned response
27.10.2018,21:08:19.022586,bot waked up
27.10.2018,21:08:50.063768,bot returned response
27.10.2018,21:09:44.453252,bot returned response
27.10.2018,21:10:28.838011,bot returned response
27.10.2018,21:11:06.756105,bot returned response
27.10.2018,21:13:10.710082,bot waked up
27.10.2018,21:13:44.254995,bot returned response
27.10.2018,21:14:55.818476,bot waked up
27.10.2018,21:15:22.333150,bot returned response
27.10.2018,21:15:53.590043,bot returned response
27.10.2018,21:17:16.470821,bot waked up
27.10.2018,21:17:46.419064,bot returned response
27.10.2018,21:22:51.667118,bot waked up
27.10.2018,21:23:23.229624,bot returned response
27.10.2018,21:27:20.505979,bot waked up
27.10.2018,21:27:42.709101,bot waked up
27.10.2018,21:28:03.587028,bot returned response
27.10.2018,21:29:04.106562,bot returned response
27.10.2018,21:30:52.775507,bot returned response
27.10.2018,21:34:05.680792,bot returned response
27.10.2018,21:36:03.482542,bot returned response
27.10.2018,21:37:22.928835,bot waked up
27.10.2018,21:37:52.880004,bot returned response
27.10.2018,21:38:48.625114,bot returned response
27.10.2018,21:39:56.906369,bot waked up
27.10.2018,21:40:05.442501,bot returned response
27.10.2018,21:40:30.536244,bot returned response
27.10.2018,21:41:25.500122,bot returned response
27.10.2018,23:16:31.495201,bot waked up
27.10.2018,23:16:51.060624,bot returned response
27.10.2018,23:16:56.347734,bot returned response
27.10.2018,23:17:20.047928,bot returned response
27.10.2018,23:17:38.366290,bot returned response
27.10.2018,23:18:07.067460,bot returned response
27.10.2018,23:18:36.679768,bot returned response
27.10.2018,23:18:49.968826,bot returned response
27.10.2018,23:19:05.560622,bot returned response
27.10.2018,23:19:20.179765,bot returned response
27.10.2018,23:19:32.786212,bot returned response
27.10.2018,23:19:53.084057,bot returned response
27.10.2018,23:20:07.733477,bot returned response
27.10.2018,23:20:35.860431,bot returned response
27.10.2018,23:21:20.963943,bot returned response
27.10.2018,23:24:12.857498,bot waked up
27.10.2018,23:25:03.909257,bot returned response
27.10.2018,23:25:59.446363,bot was interrupted by error:local variable 'result' referenced before assignment in main
27.10.2018,23:25:59.446363,bot restart attempt
27.10.2018,23:26:00.306718,bot waked up
27.10.2018,23:27:44.480550,bot returned response
27.10.2018,23:28:23.168051,bot returned response
27.10.2018,23:29:43.138744,bot returned response
28.10.2018,02:04:47.803783,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
28.10.2018,02:04:47.803783,bot restart attempt
28.10.2018,02:04:48.657310,bot waked up
28.10.2018,06:12:17.848473,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
28.10.2018,06:12:17.848473,bot restart attempt
28.10.2018,06:12:18.787941,bot waked up
28.10.2018,10:31:33.391449,bot returned response
28.10.2018,10:32:08.996918,bot returned response
28.10.2018,10:32:38.628751,bot returned response
28.10.2018,10:33:37.297694,bot returned response
28.10.2018,10:34:07.741053,bot returned response
28.10.2018,15:59:36.458833,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
28.10.2018,15:59:36.459806,bot restart attempt
28.10.2018,15:59:37.402197,bot waked up
29.10.2018,12:39:15.486433,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
29.10.2018,12:39:15.486433,bot restart attempt
29.10.2018,12:39:16.381945,bot waked up
30.10.2018,08:03:29.462994,bot was interrupted by error:can only concatenate str (not "NoneType") to str in main
30.10.2018,08:03:29.463970,bot restart attempt
30.10.2018,08:03:30.335063,bot waked up
30.10.2018,19:43:08.540623,bot waked up
30.10.2018,19:43:17.113378,bot returned response
30.10.2018,19:47:44.239361,bot waked up
30.10.2018,19:48:20.890725,bot returned response
30.10.2018,19:49:09.556750,bot returned response
30.10.2018,19:49:51.459077,bot was interrupted by error:can only concatenate str (not "NoneType") to str in main
30.10.2018,19:49:51.459077,bot restart attempt
30.10.2018,19:49:52.286229,bot waked up
30.10.2018,19:50:53.729590,bot waked up
30.10.2018,19:51:23.668067,bot returned response
30.10.2018,20:05:40.685648,bot waked up
30.10.2018,20:05:53.408302,bot returned response
30.10.2018,20:06:04.710066,bot returned response
30.10.2018,20:07:02.606553,bot returned response
30.10.2018,20:07:30.624124,bot returned response
30.10.2018,20:08:39.220812,bot was interrupted by error:local variable 'result' referenced before assignment in main
30.10.2018,20:08:39.220812,bot restart attempt
30.10.2018,20:08:40.088005,bot waked up
30.10.2018,20:09:33.155369,bot returned response
30.10.2018,20:09:46.489356,bot returned response
30.10.2018,20:21:22.026467,bot waked up
30.10.2018,20:21:31.663187,bot returned response
30.10.2018,20:21:54.543069,bot returned response
30.10.2018,20:25:01.387790,bot returned response
30.10.2018,20:28:28.375103,bot waked up
30.10.2018,20:28:41.088964,bot returned response
01.11.2018,07:03:36.943449,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
01.11.2018,07:03:36.944435,bot restart attempt
01.11.2018,07:03:37.834079,bot waked up
01.11.2018,09:14:05.960056,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
01.11.2018,09:14:05.960056,bot restart attempt
01.11.2018,09:14:06.875098,bot waked up
01.11.2018,14:29:03.484472,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
01.11.2018,14:29:03.484472,bot restart attempt
01.11.2018,14:29:04.480572,bot waked up
03.11.2018,02:14:38.855566,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
03.11.2018,02:14:38.856539,bot restart attempt
03.11.2018,02:14:39.857514,bot waked up
03.11.2018,11:25:24.675864,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
03.11.2018,11:25:24.675864,bot restart attempt
03.11.2018,11:25:25.573338,bot waked up
03.11.2018,15:01:03.613371,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
03.11.2018,15:01:03.614348,bot restart attempt
03.11.2018,15:01:04.480572,bot waked up
05.11.2018,09:32:39.192830,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
05.11.2018,09:32:39.192830,bot restart attempt
05.11.2018,09:32:40.238745,bot waked up
05.11.2018,18:28:36.653785,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
05.11.2018,18:28:36.653785,bot restart attempt
05.11.2018,18:28:37.588343,bot waked up
06.11.2018,02:51:34.554159,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
06.11.2018,02:51:34.554159,bot restart attempt
06.11.2018,02:51:35.529752,bot waked up
07.11.2018,02:32:04.307088,bot was interrupted by error:Unable to send due to closed RTM websocket in main
07.11.2018,02:32:04.307088,bot restart attempt
07.11.2018,02:32:05.248505,bot waked up
07.11.2018,02:47:10.301226,bot was interrupted by error:Unable to send due to closed RTM websocket in main
07.11.2018,02:47:10.301226,bot restart attempt
07.11.2018,02:47:11.200649,bot waked up
07.11.2018,02:59:52.157677,bot was interrupted by error:Unable to send due to closed RTM websocket in main
07.11.2018,02:59:52.158662,bot restart attempt
07.11.2018,02:59:53.088346,bot waked up
07.11.2018,08:35:38.255351,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
07.11.2018,08:35:38.255351,bot restart attempt
07.11.2018,08:35:39.241667,bot waked up
07.11.2018,12:42:27.379352,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
07.11.2018,12:42:27.379352,bot restart attempt
07.11.2018,12:42:48.968225,bot failed to connect
07.11.2018,12:42:49.957487,bot waked up
07.11.2018,23:31:50.013144,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
07.11.2018,23:31:50.013144,bot restart attempt
07.11.2018,23:31:50.839319,bot waked up
08.11.2018,02:47:25.449663,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
08.11.2018,02:47:25.449663,bot restart attempt
08.11.2018,02:47:26.279748,bot waked up
08.11.2018,12:34:08.426231,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
08.11.2018,12:34:08.426231,bot restart attempt
08.11.2018,12:34:09.440880,bot waked up
08.11.2018,15:26:20.017051,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
08.11.2018,15:26:20.017051,bot restart attempt
08.11.2018,15:26:21.092251,bot waked up
08.11.2018,21:55:45.247513,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
08.11.2018,21:55:45.247513,bot restart attempt
08.11.2018,21:55:46.198691,bot waked up
09.11.2018,00:26:43.151811,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
09.11.2018,00:26:43.151811,bot restart attempt
09.11.2018,00:26:44.121543,bot waked up
09.11.2018,02:30:20.083455,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
09.11.2018,02:30:20.083455,bot restart attempt
09.11.2018,02:30:21.112767,bot waked up
09.11.2018,06:58:05.119599,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
09.11.2018,06:58:05.119599,bot restart attempt
09.11.2018,06:58:07.083455,bot waked up
10.11.2018,08:49:00.708447,bot was interrupted by error:Unable to send due to closed RTM websocket in main
10.11.2018,08:49:00.709430,bot restart attempt
10.11.2018,08:49:01.617630,bot waked up
10.11.2018,12:59:56.000440,bot was interrupted by error:[WinError 10054] Удаленный хост принудительно разорвал существующее подключение in main
10.11.2018,12:59:56.001426,bot restart attempt
10.11.2018,12:59:56.941850,bot waked up